Day,Volume Ξ,Floor Price Ξ
2021-05-28T00:00:00+00:00,84.733716523462835,0.39992
2021-05-27T00:00:00+00:00,46.790168617670012,0.391
2021-05-26T00:00:00+00:00,35.45592938329406,0.386
2021-05-25T00:00:00+00:00,47.6127217995219,0.356
2021-05-24T00:00:00+00:00,50.987034828934946,0.2518
2021-05-23T00:00:00+00:00,36.303447627578003,0.35
2021-05-22T00:00:00+00:00,40.584490551837972,0.35453469008391947
2021-05-21T00:00:00+00:00,50.39432771202481,0.2945
2021-05-20T00:00:00+00:00,48.285545271879143,0.34991
2021-05-19T00:00:00+00:00,28.359048713194467,0.331
2021-05-18T00:00:00+00:00,37.145171269093141,0.316
2021-05-17T00:00:00+00:00,28.560865708837264,0.3
2021-05-16T00:00:00+00:00,67.7277,0.3
2021-05-15T00:00:00+00:00,45.385690949247018,0.31
2021-05-14T00:00:00+00:00,19.28506684675835,0.28
2021-05-13T00:00:00+00:00,21.6598,0.29997
2021-05-12T00:00:00+00:00,21.3877,0.25
2021-05-11T00:00:00+00:00,13.7959,0.24820000000000003
2021-05-10T00:00:00+00:00,39.183059458277227,0.25299
2021-05-09T00:00:00+00:00,74.3627,0.32
2021-05-08T00:00:00+00:00,67.281644264366439,0.3309
2021-05-07T00:00:00+00:00,90.163710572714521,0.30710692307692306
2021-05-06T00:00:00+00:00,134.413270467152791,0.339
2021-05-05T00:00:00+00:00,185.003269374490006,0.3
2021-05-04T00:00:00+00:00,290.032142659080535,0.32
2021-05-03T00:00:00+00:00,956.772943720439511,0.43
2021-05-02T00:00:00+00:00,1312.451623260318446,0.254546357615894
2021-05-01T00:00:00+00:00,562.859341106291652,0.12
2021-04-30T00:00:00+00:00,0.16,0.16
